,county,days_not_enough_sleep,education,employment,gender,general_health,geographic_stratum,hours_slept,income,life_satisfaction,state
13800,031,188,5,1,2,4,01,8,,1,17
13801,031,126,6,1,1,2,01,7,,1,17
13802,031,105,5,7,2,3,01,6,,2,17
13803,031,202,6,3,2,3,01,7,,2,17
13804,031,188,4,7,2,1,01,8,,2,17
13805,031,488,5,5,2,2,01,7,,1,17
13806,031,104,3,7,1,2,01,5,,2,17
13807,031,410,4,1,1,3,01,6,,2,17
13808,031,215,4,1,1,3,01,5,,2,17
13809,031,106,4,7,2,5,01,6,,2,17
13810,031,230,3,5,2,5,01,4,,3,17
13811,031,105,6,1,2,3,01,6,,2,17
13812,031,105,4,5,2,3,01,6,,1,17
13813,031,130,6,1,2,2,01,6,,1,17
13814,031,188,6,7,1,2,01,7,,1,17
13815,031,202,6,1,2,3,01,9,,2,17
13816,031,230,6,1,2,1,01,7,,1,17
13817,031,128,6,1,1,2,01,6,,1,17
13818,031,101,6,1,2,2,01,8,,2,17
13819,031,188,6,7,2,4,01,6,,1,17
13820,031,215,5,1,1,2,01,7,,2,17
13821,031,101,5,7,2,2,01,6,,1,17
13822,031,110,5,7,2,4,01,7,,1,17
13823,031,120,6,7,1,4,01,6,,3,17
13824,031,110,4,1,2,3,01,6,,2,17
13825,031,188,6,7,2,3,01,6,,2,17
13826,031,215,5,1,1,3,01,7,,2,17
13827,031,806,5,7,1,3,01,6,,1,17
13828,031,104,3,5,2,3,01,7,,1,17
13829,031,107,4,1,2,2,01,8,,1,17
13830,031,102,6,1,1,2,01,6,,2,17
13831,031,104,6,8,2,4,01,12,,2,17
13832,031,188,3,7,1,3,01,8,,1,17
13833,031,118,5,5,2,1,01,6,,1,17
13834,031,301,6,4,1,1,01,7,,1,17
13835,031,120,5,2,2,1,01,6,,2,17
13836,031,130,5,1,2,1,01,5,,2,17
13837,031,105,4,7,2,3,01,5,,2,17
13838,031,107,6,1,1,3,01,6,,2,17
13839,031,188,6,1,2,1,01,7,,2,17
13840,031,110,6,7,2,2,01,7,,1,17
13841,031,120,4,8,1,4,01,5,,2,17
13842,031,188,4,7,1,3,01,7,,1,17
13843,031,230,6,1,2,3,01,5,,4,17
13844,031,188,6,2,1,1,01,7,,2,17
13845,031,120,5,1,2,1,01,6,,1,17
13846,031,303,5,1,2,2,01,7,,2,17
13847,031,188,4,3,2,2,01,8,,1,17
13848,031,107,5,1,2,3,01,7,,2,17
13849,031,188,4,3,2,1,01,8,,1,17
13850,031,230,6,1,1,1,01,6,,2,17
13851,031,104,6,5,2,3,01,7,,1,17
13852,031,114,6,7,1,2,01,6,,1,17
13853,031,104,5,2,1,3,01,7,,1,17
13854,031,130,5,8,2,3,01,2,,2,17
13855,031,188,6,7,1,2,01,8,,2,17
13856,031,288,6,1,2,3,01,8,,2,17
13857,031,188,5,8,2,2,01,8,,2,17
13858,031,101,6,7,2,2,01,7,,2,17
13859,031,188,6,1,1,1,01,8,,2,17
13860,031,288,5,2,2,1,01,7,,1,17
13861,031,115,4,1,2,3,01,6,,2,17
13862,031,188,6,1,1,1,01,6,,2,17
13863,031,188,6,7,1,4,01,7,,1,17
13864,031,130,3,1,2,3,01,6,,4,17
13865,031,420,4,3,2,3,01,5,,2,17
13866,031,130,6,1,1,4,01,4,,2,17
13867,031,405,3,2,1,3,01,8,,2,17
13868,031,188,4,2,1,4,01,8,,2,17
13869,031,130,6,8,2,5,01,5,,3,17
13870,031,105,6,7,2,4,01,6,,1,17
13871,031,188,4,5,2,3,01,9,,1,17
13872,031,130,4,7,2,4,01,5,,2,17
13873,031,105,6,7,2,3,01,6,,1,17
13874,031,188,3,8,1,3,01,8,,1,17
13875,031,110,5,8,2,3,01,4,,2,17
13876,031,102,4,7,2,2,01,6,,1,17
13877,031,103,4,5,2,4,01,8,,2,17
13878,031,188,5,7,2,5,01,6,,1,17
13879,031,130,6,1,1,3,01,6,,3,17
13880,031,315,5,1,2,4,01,5,,2,17
13881,031,102,4,7,2,3,01,8,,2,17
13882,031,188,6,3,2,2,01,8,,2,17
13883,031,114,4,8,2,3,01,6,,2,17
13884,031,188,5,5,2,2,01,8,,1,17
13885,031,188,4,3,2,3,01,9,,2,17
13886,031,288,4,8,1,5,01,8,,2,17
13887,031,188,4,7,2,2,01,8,,2,17
13888,031,188,4,5,2,2,01,8,,1,17
13889,031,188,6,2,1,3,01,8,,1,17
13890,031,188,4,7,2,2,01,8,,2,17
13891,031,120,5,1,2,3,01,6,,2,17
13892,031,488,6,1,2,1,01,8,,1,17
13893,031,104,6,5,2,1,01,7,,2,17
13894,031,103,6,7,2,3,01,9,,1,17
13895,031,125,4,1,2,3,01,6,,2,17
13896,031,102,4,5,2,4,01,7,,1,17
13897,031,405,5,1,2,1,01,6,,2,17
13898,031,102,6,1,2,1,01,8,,1,17
13899,031,104,5,7,2,2,01,8,,1,17
13900,031,188,6,1,2,2,01,9,,1,17
13901,031,415,6,7,1,5,01,8,,1,17
13902,031,301,5,2,1,2,01,8,,2,17
13903,031,188,4,7,2,4,01,6,,2,17
13904,031,120,6,1,2,2,01,6,,1,17
13905,031,415,4,5,2,4,01,6,,1,17
13906,031,404,3,4,1,3,01,7,,2,17
13907,031,104,6,1,2,2,01,7,,2,17
13908,031,102,6,1,1,3,01,6,,2,17
13909,031,102,5,1,1,2,01,6,,2,17
13910,031,105,6,5,2,3,01,6,,2,17
13911,031,107,4,7,2,3,01,7,,2,17
13912,031,105,6,7,2,2,01,6,,1,17
13913,031,115,5,1,1,2,01,7,,1,17
13914,031,288,4,7,2,1,01,7,,2,17
13915,031,188,4,1,1,3,01,8,,1,17
13916,031,188,4,7,1,4,01,9,,2,17
13917,031,188,6,7,1,1,01,7,,1,17
13918,031,105,6,7,1,1,01,8,,1,17
13919,031,103,5,2,2,1,01,7,,1,17
13920,031,230,6,2,1,3,01,6,,2,17
13921,031,188,6,7,1,3,01,7,,2,17
13922,031,130,5,1,2,2,01,6,,1,17
13923,031,102,6,5,2,4,01,7,,2,17
13924,031,288,6,1,2,1,01,9,,1,17
13925,031,802,5,1,2,4,01,6,,2,17
13926,031,230,4,4,1,4,01,6,,1,17
13927,031,188,5,7,2,2,01,9,,2,17
13928,031,102,6,2,1,3,01,6,,3,17
13929,031,303,6,2,1,3,01,7,,2,17
13930,031,104,5,1,1,2,01,7,,2,17
13931,031,102,5,1,1,2,01,7,,1,17
13932,031,288,6,7,2,4,01,7,,1,17
13933,031,288,3,7,1,3,01,8,,2,17
13934,031,188,5,4,1,2,01,5,,1,17
13935,031,188,6,2,2,1,01,6,,2,17
13936,031,108,6,1,2,2,01,6,,1,17
13937,031,125,5,5,2,3,01,6,,2,17
13938,031,105,6,1,2,2,01,7,,2,17
13939,031,328,5,8,2,3,01,3,,2,17
13940,031,188,4,5,2,1,01,7,,1,17
13941,031,188,6,7,1,1,01,6,,1,17
13942,031,310,6,7,2,4,01,7,,1,17
13943,031,112,3,8,2,4,01,6,,2,17
13944,031,188,4,1,1,3,01,8,,2,17
13945,031,306,4,3,1,4,01,7,,2,17
13946,031,110,2,6,2,4,01,8,,2,17
13947,031,107,4,3,2,2,01,6,,3,17
13948,031,115,6,7,1,3,01,5,,2,17
13949,031,288,5,1,2,2,01,7,,1,17
13950,031,105,6,3,2,4,01,7,,1,17
13951,031,188,6,1,2,3,01,6,,2,17
13952,031,117,3,6,1,2,01,4,,3,17
13953,031,202,4,1,2,1,01,7,,1,17
13954,031,202,6,1,1,2,01,8,,2,17
13955,031,102,6,1,1,2,01,6,,1,17
13956,031,110,2,7,2,3,01,6,,2,17
13957,031,103,6,2,1,3,01,7,,3,17
13958,031,188,6,7,2,3,01,7,,2,17
13959,031,104,5,1,2,2,01,8,,2,17
13960,031,110,6,1,2,3,01,7,,2,17
13961,031,129,5,1,2,3,01,3,,1,17
13962,031,125,4,8,2,4,01,12,,2,17
13963,031,102,6,1,2,3,01,6,,1,17
13964,031,205,6,1,2,1,01,7,,2,17
13965,031,120,6,1,2,1,01,6,,2,17
13966,031,130,5,7,1,5,01,3,,3,17
13967,031,120,5,8,2,4,01,5,,3,17
13968,031,130,6,2,1,3,01,6,,1,17
13969,031,188,5,1,2,3,01,8,,2,17
13970,031,105,4,7,2,1,01,7,,1,17
13971,031,115,4,1,1,3,01,7,,2,17
13972,031,205,6,1,2,2,01,8,,1,17
13973,031,103,4,7,1,3,01,7,,2,17
13974,031,104,6,2,2,1,01,9,,1,17
13975,031,105,6,7,2,2,01,7,,1,17
13976,031,103,6,1,1,2,01,6,,2,17
13977,031,288,6,2,1,3,01,8,,1,17
13978,031,120,4,7,2,3,01,6,,2,17
13979,031,105,6,2,2,1,01,7,,1,17
13980,031,402,6,4,2,2,01,8,,2,17
13981,031,103,3,8,2,3,01,7,,2,17
13982,031,188,6,1,1,3,01,6,,2,17
13983,031,188,6,1,2,1,01,8,,1,17
13984,031,302,6,2,1,3,01,8,,2,17
13985,031,102,5,1,2,2,01,7,,2,17
13986,031,302,6,1,2,2,01,7,,1,17
13987,031,288,6,7,1,3,01,8,,1,17
13988,031,130,5,7,1,4,01,6,,1,17
13989,031,110,4,1,2,2,01,6,,2,17
13990,031,115,6,7,1,3,01,6,,2,17
13991,031,188,6,7,1,4,01,7,,2,17
13992,031,204,5,1,1,1,01,8,,1,17
13993,031,188,6,2,1,1,01,8,,1,17
13994,031,188,5,7,1,4,01,8,,1,17
13995,031,102,6,7,1,3,01,7,,1,17
13996,031,488,5,5,2,3,01,7,,2,17
13997,031,188,6,7,2,1,01,8,,1,17
13998,031,188,5,7,2,3,01,9,,2,17
13999,031,188,6,8,1,3,01,8,,2,17
14000,031,106,6,7,2,1,01,6,,1,17
14001,031,103,6,1,1,3,01,8,,1,17
14002,031,230,6,1,1,3,01,5,,1,17
14003,031,288,6,1,1,2,01,6,,2,17
14004,031,105,4,7,1,3,01,8,,2,17
14005,033,102,4,7,2,4,01,7,,2,17
14006,033,388,4,1,1,2,01,8,,1,17
14007,033,115,5,7,1,5,01,8,,3,17
14008,033,115,4,8,2,4,01,6,,2,17
14009,033,203,6,2,1,2,01,7,,2,17
14010,033,425,5,2,2,3,01,99,,1,17
14011,033,205,4,1,1,3,01,8,,2,17
14012,033,406,4,2,1,3,01,6,,2,17
14013,033,105,4,6,2,2,01,8,,1,17
14014,037,424,5,5,2,3,01,6,,1,17
14015,037,388,4,7,2,4,01,8,,2,17
14016,037,188,4,7,2,4,01,9,,1,17
14017,037,114,6,6,2,2,01,5,,1,17
14018,037,228,4,1,2,3,01,6,,1,17
14019,037,188,6,7,1,3,01,9,,2,17
14020,037,103,6,1,2,3,01,8,,1,17
14021,037,188,4,7,2,3,01,7,,1,17
14022,037,315,6,7,2,2,01,5,,1,17
14023,037,188,5,2,1,3,01,6,,2,17
14024,037,130,5,1,2,3,01,5,,1,17
14025,037,206,6,1,2,2,01,7,,1,17
14026,037,104,5,7,2,4,01,8,,2,17
14027,037,105,5,1,2,3,01,8,,2,17
14028,037,188,6,5,2,1,01,7,,1,17
14029,037,120,4,4,2,3,01,8,,3,17
14030,037,330,5,1,2,2,01,6,,2,17
14031,037,104,6,7,2,3,01,7,,2,17
14032,037,105,4,1,2,2,01,7,,2,17
14033,037,402,6,1,1,3,01,9,,1,17
14034,037,130,4,1,2,3,01,12,,2,17
14035,037,129,4,1,2,3,01,5,,3,17
14036,037,410,5,1,1,3,01,6,,2,17
14037,037,407,6,1,2,1,01,9,,1,17
14038,037,101,5,1,2,3,01,9,,2,17
14039,037,288,4,7,1,2,01,7,,1,17
14040,037,103,6,2,2,2,01,8,,2,17
14041,037,115,6,1,2,2,01,6,,1,17
14042,037,388,5,7,1,3,01,8,,1,17
14043,037,105,4,1,2,2,01,7,,1,17
14044,037,115,6,1,1,2,01,7,,1,17
14045,037,115,4,8,2,5,01,6,,2,17
14046,037,130,4,1,2,1,01,5,,1,17
14047,037,428,6,1,1,1,01,6,,2,17
14048,037,405,5,1,1,1,01,10,,1,17
14049,037,188,6,7,1,4,01,8,,1,17
14050,037,188,5,7,2,5,01,8,,1,17
14051,037,304,6,1,1,3,01,7,,1,17
14052,037,110,3,7,1,4,01,6,,2,17
14053,037,110,6,2,1,3,01,6,,2,17
14054,037,101,5,5,2,3,01,7,,2,17
14055,037,188,4,7,2,3,01,8,,1,17
14056,037,205,5,1,1,1,01,6,,2,17
14057,037,188,5,7,1,4,01,6,,1,17
14058,037,305,6,1,2,2,01,7,,1,17
14059,037,125,5,5,2,2,01,5,,1,17
14060,037,125,4,1,2,3,01,5,,2,17
14061,037,188,4,7,1,4,01,7,,2,17
14062,037,130,4,6,2,3,01,4,,2,17
14063,039,288,5,2,2,2,01,8,,2,17
14064,039,188,5,1,2,3,01,7,,1,17
14065,039,102,4,1,2,3,01,6,,2,17
14066,039,188,5,2,2,2,01,7,,1,17
14067,039,105,3,5,2,2,01,7,,1,17
14068,039,420,6,1,1,1,01,7,,1,17
14069,039,188,4,2,2,3,01,8,,2,17
14070,039,303,4,7,1,3,01,9,,1,17
14071,039,105,6,1,2,3,01,7,,2,17
14072,041,315,5,1,1,3,01,6,,2,17
14073,041,120,6,1,2,2,01,5,,2,17
14074,041,188,5,1,1,1,01,9,,1,17
14075,041,202,6,1,1,2,01,7,,2,17
14076,041,130,4,7,2,5,01,5,,2,17
14077,041,102,4,7,1,2,01,7,,1,17
14078,041,188,4,8,2,4,01,8,,1,17
14079,041,188,6,7,1,3,01,10,,1,17
14080,041,130,4,1,2,2,01,6,,2,17
14081,041,188,6,7,1,3,01,8,,2,17
14082,041,188,5,7,2,2,01,7,,1,17
14083,041,102,3,7,2,3,01,7,,2,17
14084,041,188,4,7,2,4,01,7,,1,17
14085,043,115,6,1,1,4,01,7,,2,17
14086,043,130,6,2,1,2,01,8,,3,17
14087,043,103,6,2,2,3,01,8,,1,17
14088,043,205,6,2,1,2,01,7,,2,17
14089,043,120,4,1,1,2,01,8,,2,17
14090,043,130,4,7,2,2,01,5,,1,17
14091,043,188,6,3,2,1,01,8,,1,17
14092,043,488,6,7,2,2,01,8,,1,17
14093,043,188,5,7,2,4,01,8,,2,17
14094,043,102,6,1,1,1,01,8,,1,17
14095,043,188,6,1,2,2,01,8,,1,17
14096,043,188,4,6,2,2,01,8,,1,17
14097,043,202,6,1,1,1,01,7,,2,17
14098,043,188,5,7,2,3,01,9,,2,17
14099,043,188,5,1,2,2,01,8,,1,17
14100,043,115,6,1,1,2,01,6,,2,17
14101,043,228,6,1,1,2,01,5,,2,17
14102,043,110,5,1,2,2,01,7,,2,17
14103,043,105,6,1,2,3,01,7,,2,17
14104,043,110,6,5,2,3,01,7,,2,17
14105,043,202,6,1,2,3,01,9,,1,17
14106,043,305,6,1,2,1,01,7,,1,17
14107,043,120,6,1,2,1,01,7,,3,17
14108,043,188,6,1,2,2,01,7,,1,17
14109,043,288,6,5,2,2,01,7,,1,17
14110,043,221,5,6,2,4,01,6,,2,17
14111,043,402,6,1,1,1,01,7,,2,17
14112,043,105,6,1,2,3,01,8,,1,17
14113,043,188,6,1,1,2,01,7,,2,17
14114,043,188,2,5,2,3,01,7,,1,17
14115,043,305,6,1,1,2,01,7,,1,17
14116,043,105,3,1,2,1,01,7,,2,17
14117,043,203,6,1,2,3,01,7,,1,17
14118,043,125,6,1,2,2,01,6,,2,17
14119,043,105,5,1,2,3,01,7,,1,17
14120,043,110,6,1,2,2,01,6,,1,17
14121,043,120,6,2,2,2,01,5,,2,17
14122,043,288,4,2,2,4,01,9,,1,17
14123,043,229,6,2,2,1,01,6,,2,17
14124,043,102,5,2,2,1,01,7,,1,17
14125,043,188,6,2,2,2,01,7,,2,17
14126,043,188,6,7,2,3,01,7,,1,17
14127,043,110,5,1,2,3,01,6,,2,17
14128,043,102,6,1,2,2,01,7,,1,17
14129,043,202,5,1,1,3,01,6,,2,17
14130,043,188,6,7,2,3,01,6,,2,17
14131,043,430,4,1,2,1,01,6,,1,17
14132,043,230,5,4,2,2,01,6,,2,17
14133,043,104,6,1,2,3,01,8,,2,17
14134,043,102,6,1,2,2,01,10,,1,17
14135,043,102,4,1,2,2,01,7,,2,17
14136,043,115,5,1,2,3,01,6,,2,17
14137,043,488,5,2,2,1,01,8,,1,17
14138,043,405,5,7,2,3,01,7,,1,17
14139,043,188,5,7,2,3,01,7,,3,17
14140,043,188,6,7,1,2,01,7,,1,17
14141,043,188,4,1,2,2,01,8,,1,17
14142,043,115,4,1,2,4,01,6,,3,17
14143,043,188,4,1,2,3,01,10,,2,17
14144,043,210,6,1,1,2,01,6,,2,17
14145,043,103,4,1,1,2,01,6,,1,17
14146,043,110,6,1,2,2,01,6,,2,17
14147,043,277,6,2,2,4,01,8,,2,17
14148,043,206,4,1,1,2,01,6,,1,17
14149,043,188,4,1,2,2,01,7,,1,17
14150,043,101,6,7,2,2,01,7,,2,17
14151,043,188,6,1,2,2,01,8,,1,17
14152,043,188,6,3,2,1,01,7,,1,17
14153,043,306,4,6,2,3,01,9,,2,17
14154,043,188,6,7,1,1,01,9,,1,17
14155,043,105,6,1,2,2,01,7,,2,17
14156,043,288,6,1,2,1,01,8,,1,17
14157,043,110,6,1,2,3,01,7,,2,17
14158,043,103,6,1,1,3,01,6,,2,17
14159,043,410,6,1,1,2,01,7,,1,17
14160,043,110,4,3,1,3,01,6,,2,17
14161,043,110,6,2,2,2,01,7,,1,17
14162,043,412,5,2,1,4,01,7,,1,17
14163,043,130,5,1,2,3,01,5,,2,17
14164,043,210,6,4,1,1,01,9,,2,17
14165,043,206,6,1,1,3,01,6,,2,17
14166,043,101,6,1,1,2,01,8,,1,17
14167,043,205,6,1,2,2,01,7,,2,17
14168,043,188,6,7,2,2,01,9,,2,17
14169,043,188,4,7,1,2,01,9,,2,17
14170,043,188,4,5,2,4,01,8,,1,17
14171,043,305,4,5,2,1,01,8,,2,17
14172,043,188,4,7,2,4,01,8,,2,17
14173,043,106,6,1,2,2,01,8,,1,17
14174,043,188,4,7,2,4,01,8,,2,17
14175,043,103,4,1,2,2,01,6,,1,17
14176,043,303,4,5,2,3,01,7,,2,17
14177,043,188,6,7,1,2,01,9,,1,17
14178,043,102,6,2,1,2,01,7,,1,17
14179,043,105,5,5,2,4,01,6,,2,17
14180,043,410,4,1,1,2,01,7,,1,17
14181,043,228,4,1,1,4,01,7,,2,17
14182,043,204,6,1,2,2,01,6,,1,17
14183,043,188,6,7,1,4,01,8,,1,17
14184,043,105,6,1,1,1,01,6,,1,17
14185,043,105,5,2,2,1,01,8,,1,17
14186,043,130,6,1,2,2,01,7,,2,17
14187,043,288,5,7,2,2,01,6,,1,17
14188,043,188,6,9,2,2,01,9,,1,17
14189,043,188,4,1,2,3,01,7,,1,17
14190,043,188,3,7,2,2,01,7,,1,17
14191,043,101,6,1,2,2,01,5,,1,17
14192,043,103,6,7,2,3,01,7,,2,17
14193,043,104,6,1,2,1,01,6,,1,17
14194,043,120,6,1,2,2,01,6,,1,17
14195,043,307,5,1,1,1,01,7,,2,17
14196,043,110,4,1,2,1,01,7,,1,17
14197,043,101,6,2,2,3,01,6,,1,17
14198,043,303,6,1,2,3,01,7,,2,17
14199,043,188,4,1,1,3,01,7,,1,17
14200,043,188,6,1,2,4,01,9,,2,17
14201,043,102,6,2,2,1,01,8,,1,17
14202,043,188,4,1,1,1,01,6,,1,17
14203,043,188,6,1,2,1,01,7,,1,17
14204,043,102,6,1,2,1,01,8,,1,17
14205,043,110,6,1,2,1,01,9,,1,17
14206,043,207,5,6,2,1,01,7,,1,17
14207,043,188,6,1,1,1,01,7,,1,17
14208,043,101,5,7,2,1,01,7,,2,17
14209,043,215,5,1,1,2,01,6,,2,17
14210,043,120,6,1,2,1,01,6,,1,17
14211,043,206,6,2,1,4,01,6,,2,17
14212,043,104,5,1,2,3,01,7,,1,17
14213,043,207,5,2,1,2,01,7,,2,17
14214,043,120,6,6,2,1,01,6,,2,17
14215,043,188,4,7,2,3,01,6,,1,17
14216,043,104,6,1,1,1,01,6,,1,17
14217,043,114,5,1,2,3,01,7,,2,17
14218,043,188,4,1,2,3,01,8,,1,17
14219,043,107,6,1,2,1,01,7,,1,17
14220,043,115,4,7,2,3,01,7,,2,17
14221,043,188,6,2,1,2,01,8,,1,17
14222,043,288,6,1,1,1,01,8,,1,17
14223,043,103,6,1,2,3,01,7,,1,17
14224,043,110,5,5,2,2,01,6,,1,17
14225,043,110,5,1,2,2,01,7,,1,17
14226,043,188,4,5,2,1,01,9,,1,17
14227,043,103,5,1,2,3,01,8,,2,17
14228,043,406,6,1,1,2,01,7,,2,17
14229,043,110,4,1,2,1,01,7,,2,17
14230,043,110,6,7,2,2,01,7,,1,17
14231,043,188,5,7,1,1,01,7,,1,17
14232,043,430,4,1,1,1,01,6,,2,17
14233,043,128,2,1,2,1,01,7,,2,17
14234,043,105,4,1,2,3,01,7,,1,17
14235,043,103,6,1,1,3,01,8,,3,17
14236,043,110,5,7,1,3,01,6,,2,17
14237,043,205,6,2,1,2,01,7,,1,17
14238,043,223,6,1,1,3,01,6,,2,17
14239,043,288,5,7,1,3,01,8,,1,17
14240,043,110,5,5,2,2,01,6,,2,17
14241,043,120,5,1,1,3,01,7,,2,17
14242,043,108,6,1,1,2,01,6,,1,17
14243,043,288,5,7,2,5,01,10,,3,17
14244,043,305,6,2,2,2,01,7,,1,17
14245,043,388,6,1,1,3,01,7,,2,17
14246,043,101,5,7,1,3,01,7,,1,17
14247,043,305,6,7,1,2,01,7,,2,17
14248,043,420,6,2,2,2,01,5,,2,17
14249,043,188,6,7,2,3,01,8,,1,17
14250,043,103,3,7,2,2,01,9,,2,17
14251,043,120,6,2,2,2,01,8,,2,17
14252,043,103,6,2,2,2,01,8,,2,17
14253,043,188,6,3,1,1,01,11,,1,17
14254,043,102,6,5,2,1,01,6,,1,17
14255,043,105,6,1,1,2,01,7,,1,17
14256,043,388,6,1,1,1,01,8,,1,17
14257,043,105,4,1,2,4,01,6,,2,17
14258,043,101,6,1,1,3,01,8,,2,17
14259,043,110,6,7,2,4,01,8,,1,17
14260,043,302,6,1,1,1,01,7,,1,17
14261,043,127,6,5,2,2,01,6,,1,17
14262,043,125,5,2,2,4,01,5,,1,17
14263,043,888,3,5,2,3,01,8,,2,17
14264,043,103,5,7,1,2,01,5,,2,17
14265,043,188,4,4,1,3,01,6,,2,17
14266,043,101,4,5,2,4,01,8,,3,17
14267,043,110,5,5,2,2,01,7,,1,17
14268,043,102,4,7,1,3,01,4,,2,17
14269,043,103,5,7,2,2,01,7,,1,17
14270,043,103,6,1,2,2,01,6,,2,17
14271,043,103,5,1,2,2,01,9,,2,17
14272,043,301,5,1,1,3,01,5,,1,17
14273,043,188,4,5,2,2,01,9,,2,17
14274,043,207,5,1,2,4,01,7,,1,17
14275,043,229,6,1,2,2,01,5,,2,17
14276,043,103,4,7,2,3,01,10,,2,17
14277,043,110,6,1,1,3,01,7,,2,17
14278,043,108,5,5,2,4,01,9,,2,17
14279,043,188,6,1,1,2,01,6,,1,17
14280,043,104,6,1,2,3,01,6,,2,17
14281,043,104,5,1,2,3,01,7,,2,17
14282,043,107,6,1,1,2,01,7,,1,17
14283,043,105,4,1,2,1,01,6,,2,17
14284,043,215,6,2,1,2,01,7,,2,17
14285,043,404,5,7,2,4,01,6,,2,17
14286,043,102,6,4,1,2,01,8,,1,17
14287,043,188,4,7,1,3,01,6,,3,17
14288,043,202,6,1,2,1,01,8,,2,17
14289,043,110,6,1,2,2,01,7,,1,17
14290,043,407,5,7,2,2,01,8,,1,17
14291,043,120,6,4,2,4,01,6,,3,17
14292,043,203,6,1,1,2,01,7,,2,17
14293,043,230,6,1,2,2,01,5,,1,17
14294,043,488,5,7,1,3,01,8,,2,17
14295,043,188,4,7,1,2,01,7,,2,17
14296,043,405,6,1,1,2,01,6,,1,17
14297,043,107,5,6,1,1,01,9,,1,17
14298,043,210,6,1,2,1,01,8,,1,17
14299,043,104,5,1,1,2,01,7,,2,17
14300,043,188,6,7,1,2,01,8,,1,17
14301,043,103,5,3,1,2,01,6,,2,17
14302,043,102,6,2,2,1,01,8,,1,17
14303,043,188,6,1,2,1,01,7,,1,17
14304,043,188,5,7,1,2,01,9,,1,17
14305,043,102,4,1,2,2,01,7,,1,17
14306,043,110,5,1,2,2,01,7,,3,17
14307,043,101,5,1,2,2,01,9,,1,17
14308,043,115,5,4,2,3,01,6,,2,17
14309,043,114,5,8,2,2,01,8,,2,17
14310,043,205,6,1,2,2,01,7,,2,17
14311,043,129,5,1,2,1,01,5,,1,17
14312,043,488,5,7,1,2,01,6,,2,17
14313,043,101,6,1,2,2,01,7,,2,17
14314,043,188,5,7,1,2,01,8,,1,17
14315,043,208,4,1,1,2,01,7,,2,17
14316,043,102,6,7,1,3,01,7,,1,17
14317,043,188,4,7,1,2,01,7,,1,17
14318,043,188,3,7,1,4,01,9,,2,17
14319,043,105,5,1,2,4,01,7,,2,17
14320,043,188,5,3,2,2,01,8,,2,17
14321,043,103,6,1,2,2,01,8,,1,17
14322,043,101,6,2,2,2,01,7,,2,17
14323,043,301,4,2,1,2,01,8,,2,17
14324,043,110,6,5,2,3,01,8,,2,17
14325,043,188,4,7,2,2,01,6,,1,17
14326,043,110,6,8,1,5,01,12,,2,17
14327,043,488,6,2,1,1,01,9,,2,17
14328,043,188,6,7,2,3,01,9,,2,17
14329,043,130,6,7,1,2,01,5,,1,17
14330,043,288,6,1,1,1,01,6,,1,17
14331,043,105,6,1,2,2,01,8,,1,17
14332,043,102,6,7,1,1,01,7,,1,17
14333,043,188,6,1,1,1,01,6,,1,17
14334,043,330,5,1,2,3,01,8,,2,17
14335,043,110,5,1,2,2,01,7,,2,17
14336,043,105,5,1,2,1,01,6,,1,17
14337,043,188,4,7,2,3,01,8,,2,17
14338,043,105,6,2,1,3,01,7,,2,17
14339,043,104,6,7,1,4,01,9,,2,17
14340,043,115,3,7,2,4,01,8,,1,17
14341,043,105,2,1,2,1,01,77,,2,17
14342,043,102,6,5,2,2,01,8,,2,17
14343,043,130,6,1,2,2,01,6,,2,17
14344,043,188,6,5,2,1,01,8,,2,17
14345,043,204,6,1,2,1,01,7,,1,17
14346,043,188,6,7,2,2,01,7,,1,17
14347,043,105,5,1,2,2,01,5,,2,17
14348,043,107,6,1,2,3,01,5,,2,17
14349,043,303,6,7,1,2,01,8,,2,17
14350,043,188,4,7,1,3,01,7,,1,17
14351,043,188,5,7,1,1,01,8,,1,17
14352,043,177,6,2,2,2,01,6,,1,17
14353,043,188,6,7,2,1,01,6,,1,17
14354,043,105,5,1,2,3,01,7,,2,17
14355,043,310,4,4,1,2,01,8,,1,17
14356,043,130,4,7,2,3,01,6,,2,17
14357,043,101,6,4,1,1,01,7,,2,17
14358,043,115,6,1,2,2,01,6,,1,17
14359,043,188,6,7,1,3,01,9,,2,17
14360,043,104,6,1,1,2,01,6,,2,17
14361,043,115,6,3,2,3,01,7,,2,17
14362,043,188,6,4,2,2,01,8,,1,17
14363,043,320,5,8,1,5,01,6,,2,17
14364,043,204,5,1,2,3,01,6,,2,17
14365,043,388,6,7,1,2,01,10,,1,17
14366,043,103,5,1,1,1,01,7,,1,17
14367,043,130,4,1,1,2,01,5,,1,17
14368,043,188,6,1,2,3,01,8,,1,17
14369,043,188,6,7,1,2,01,8,,2,17
14370,043,105,4,7,2,2,01,10,,2,17
14371,043,288,5,1,1,5,01,8,,2,17
14372,043,420,6,1,1,5,01,4,,2,17
14373,043,104,6,7,1,3,01,7,,1,17
14374,043,388,4,7,2,2,01,7,,1,17
14375,043,320,6,1,1,1,01,6,,2,17
14376,043,203,6,1,1,1,01,7,,1,17
14377,043,288,4,1,1,3,01,11,,2,17
14378,043,188,5,5,2,4,01,7,,1,17
14379,043,303,6,1,1,2,01,7,,1,17
14380,043,288,5,1,2,2,01,8,,2,17
