,county,days_not_enough_sleep,education,employment,gender,general_health,geographic_stratum,hours_slept,income,life_satisfaction,state
9204,003,110,5,7,2,3,01,6,,3,15
9205,003,288,3,7,2,1,01,6,,2,15
9206,003,101,3,7,2,3,01,6,,1,15
9207,003,108,5,7,2,3,01,8,,1,15
9208,003,110,6,1,2,3,01,5,,1,15
9209,003,188,5,7,2,2,01,6,,2,15
9210,003,188,6,7,2,2,01,7,,1,15
9211,003,115,5,1,2,4,01,6,,2,15
9212,003,230,5,1,2,1,01,4,,3,15
9213,003,188,6,2,2,1,01,7,,1,15
9214,003,130,5,2,2,3,01,5,,2,15
9215,003,188,5,7,2,4,01,6,,2,15
9216,003,202,6,1,2,1,01,7,,1,15
9217,003,410,6,1,2,3,01,7,,2,15
9218,003,103,6,2,1,2,01,7,,1,15
9219,003,188,5,7,2,4,01,6,,2,15
9220,003,488,6,1,2,4,01,6,,1,15
9221,003,104,5,6,2,2,01,7,,1,15
9222,003,102,6,7,1,2,01,7,,1,15
9223,003,288,5,1,1,3,01,7,,2,15
9224,003,410,5,5,2,3,01,7,,1,15
9225,003,430,6,1,2,3,01,5,,2,15
9226,003,302,6,1,1,2,01,8,,2,15
9227,003,105,6,1,2,2,01,5,,2,15
9228,003,188,6,7,1,2,01,8,,1,15
9229,003,110,6,1,2,3,01,7,,1,15
9230,003,188,5,1,1,1,01,8,,2,15
9231,003,102,5,1,2,2,01,6,,1,15
9232,003,188,4,1,1,2,01,6,,1,15
9233,003,120,5,1,2,3,01,5,,2,15
9234,003,101,6,8,1,3,01,6,,2,15
9235,003,125,2,7,2,3,01,8,,2,15
9236,003,288,5,1,2,2,01,7,,2,15
9237,003,188,6,7,1,4,01,8,,2,15
9238,003,288,6,1,1,2,01,8,,1,15
9239,003,430,4,5,2,1,01,7,,1,15
9240,003,188,4,7,1,3,01,8,,1,15
9241,003,488,4,7,2,1,01,77,,2,15
9242,003,288,5,7,2,3,01,7,,1,15
9243,003,110,6,2,2,1,01,7,,1,15
9244,003,188,4,7,1,2,01,6,,1,15
9245,003,105,4,6,1,3,01,6,,2,15
9246,003,102,4,8,2,5,01,9,,2,15
9247,003,101,5,7,2,3,01,7,,1,15
9248,003,103,4,7,1,3,01,6,,2,15
9249,003,107,5,3,2,1,01,7,,1,15
9250,003,115,6,1,2,3,01,5,,2,15
9251,003,402,6,1,2,2,01,5,,1,15
9252,003,101,5,7,2,3,01,7,,1,15
9253,003,188,5,7,2,3,01,8,,2,15
9254,003,104,6,4,2,1,01,5,,1,15
9255,003,102,5,1,2,3,01,6,,2,15
9256,003,102,4,1,2,1,01,7,,1,15
9257,003,188,6,7,2,3,01,8,,1,15
9258,003,110,6,1,2,3,01,6,,1,15
9259,003,205,6,1,2,1,01,7,,2,15
9260,003,188,4,1,2,2,01,7,,1,15
9261,003,288,4,2,2,2,01,7,,1,15
9262,003,101,5,7,2,1,01,7,,2,15
9263,003,177,4,8,2,3,01,5,,4,15
9264,003,105,5,1,1,2,01,6,,2,15
9265,003,188,6,2,1,3,01,7,,2,15
9266,003,115,6,1,2,1,01,6,,1,15
9267,003,188,5,1,1,1,01,6,,1,15
9268,003,103,5,2,1,3,01,6,,2,15
9269,003,488,6,1,1,2,01,7,,2,15
9270,003,203,6,1,1,3,01,7,,1,15
9271,003,188,6,7,2,2,01,7,,1,15
9272,003,188,4,1,2,2,01,4,,2,15
9273,003,177,4,7,2,2,01,6,,2,15
9274,003,188,6,7,2,2,01,7,,2,15
9275,003,103,5,7,2,3,01,6,,1,15
9276,003,188,6,7,1,4,01,8,,1,15
9277,003,115,6,1,2,2,01,7,,1,15
9278,003,188,6,1,2,3,01,6,,1,15
9279,003,115,6,7,2,3,01,6,,2,15
9280,003,207,5,2,1,1,01,7,,1,15
9281,003,209,6,1,1,2,01,7,,2,15
9282,003,188,5,7,2,3,01,8,,1,15
9283,003,120,4,7,2,4,01,7,,4,15
9284,003,188,5,7,2,2,01,6,,1,15
9285,003,107,6,2,1,1,01,7,,1,15
9286,003,130,6,1,1,1,01,7,,2,15
9287,003,110,6,1,2,1,01,7,,2,15
9288,003,102,5,7,2,3,01,8,,1,15
9289,003,288,6,1,1,2,01,7,,1,15
9290,003,188,5,1,1,4,01,8,,2,15
9291,003,488,4,2,2,1,01,6,,1,15
9292,003,101,5,1,1,3,01,6,,2,15
9293,003,188,5,7,2,4,01,5,,2,15
9294,003,188,4,7,2,2,01,9,,1,15
9295,003,188,5,1,2,2,01,6,,1,15
9296,003,403,5,5,2,3,01,8,,2,15
9297,003,188,5,7,2,4,01,7,,1,15
9298,003,102,6,1,2,3,01,8,,2,15
9299,003,188,6,7,2,3,01,7,,1,15
9300,003,188,5,7,2,3,01,7,,2,15
9301,003,388,6,1,1,1,01,6,,1,15
9302,003,305,5,6,1,1,01,8,,2,15
9303,003,304,6,1,2,3,01,7,,1,15
9304,003,288,5,2,1,2,01,7,,1,15
9305,003,105,4,1,1,3,01,6,,1,15
9306,003,315,5,1,1,2,01,6,,1,15
9307,003,101,6,7,2,2,01,7,,1,15
9308,003,488,5,7,2,2,01,8,,2,15
9309,003,102,4,7,2,3,01,7,,2,15
9310,003,130,5,5,2,3,01,5,,2,15
9311,003,407,6,1,1,3,01,7,,1,15
9312,003,130,6,1,1,4,01,6,,2,15
9313,003,188,6,1,2,2,01,7,,1,15
9314,003,188,4,1,1,1,01,9,,1,15
9315,003,125,4,1,2,4,01,7,,1,15
9316,003,115,6,1,1,1,01,7,,1,15
9317,003,110,6,4,1,2,01,7,,2,15
9318,003,303,6,1,1,2,01,7,,1,15
9319,003,210,4,8,2,4,01,10,,2,15
9320,003,205,6,7,2,2,01,4,,1,15
9321,003,188,6,7,2,3,01,5,,2,15
9322,003,388,6,7,2,3,01,12,,2,15
9323,003,115,6,1,2,2,01,6,,2,15
9324,003,130,5,4,1,3,01,4,,2,15
9325,003,101,6,7,2,1,01,7,,1,15
9326,003,104,5,7,2,2,01,7,,2,15
9327,003,110,6,1,1,2,01,7,,1,15
9328,003,188,4,7,1,2,01,6,,1,15
9329,003,110,4,1,2,2,01,6,,1,15
9330,003,120,3,6,2,4,01,6,,2,15
9331,003,188,5,4,2,1,01,7,,1,15
9332,003,115,6,1,1,3,01,7,,2,15
9333,003,205,4,1,2,2,01,6,,2,15
9334,003,303,3,5,2,4,01,5,,2,15
9335,003,188,6,1,2,2,01,6,,1,15
9336,003,110,6,1,2,2,01,6,,1,15
9337,003,330,4,5,2,2,01,6,,2,15
9338,003,320,5,1,1,3,01,5,,2,15
9339,003,188,4,8,2,3,01,8,,2,15
9340,003,104,5,1,2,3,01,6,,2,15
9341,003,188,5,7,2,3,01,7,,2,15
9342,003,202,4,1,1,2,01,7,,1,15
9343,003,222,5,1,2,5,01,3,,2,15
9344,003,188,6,7,2,3,01,7,,1,15
9345,003,188,4,1,2,4,01,8,,2,15
9346,003,188,4,2,2,1,01,8,,1,15
9347,003,105,5,1,1,3,01,6,,2,15
9348,003,202,2,7,2,3,01,6,,2,15
9349,003,388,6,1,1,1,01,7,,1,15
9350,003,188,2,7,1,5,01,7,,2,15
9351,003,102,6,1,2,2,01,6,,1,15
9352,003,103,4,7,1,4,01,8,,2,15
9353,003,203,4,7,2,4,01,10,,2,15
9354,003,130,2,7,1,5,01,3,,2,15
9355,003,102,6,2,1,2,01,7,,1,15
9356,003,488,4,7,2,2,01,7,,1,15
9357,003,105,5,1,1,3,01,8,,2,15
9358,003,103,5,1,2,4,01,6,,2,15
9359,003,102,5,1,1,2,01,8,,1,15
9360,003,188,6,7,1,2,01,7,,1,15
9361,003,110,6,2,2,3,01,4,,3,15
9362,003,102,6,5,2,1,01,8,,1,15
9363,003,125,4,4,2,3,01,6,,2,15
9364,003,130,5,1,1,4,01,4,,2,15
9365,003,307,4,1,2,3,01,8,,2,15
9366,003,130,6,1,1,4,01,4,,2,15
9367,003,105,5,7,1,3,01,6,,2,15
9368,003,104,3,1,2,4,01,8,,3,15
9369,003,101,4,5,2,4,01,8,,2,15
9370,003,115,6,7,1,3,01,5,,2,15
9371,003,188,4,1,1,2,01,6,,2,15
9372,003,130,6,1,2,2,01,6,,1,15
9373,003,188,6,7,1,4,01,7,,2,15
9374,003,188,6,7,2,3,01,7,,2,15
9375,003,101,6,7,2,2,01,7,,1,15
9376,003,188,4,7,1,3,01,8,,2,15
9377,003,402,5,2,2,2,01,9,,2,15
9378,003,102,6,1,2,3,01,7,,2,15
9379,003,388,6,7,2,1,01,8,,1,15
9380,003,715,6,1,2,3,01,7,,2,15
9381,003,103,5,1,1,3,01,6,,2,15
9382,003,188,6,1,1,3,01,7,,1,15
9383,003,188,6,1,2,1,01,7,,1,15
9384,003,730,5,7,2,3,01,6,,2,15
9385,003,188,6,1,2,1,01,8,,1,15
9386,003,121,6,7,1,3,01,6,,2,15
9387,003,215,6,1,2,2,01,8,,2,15
9388,003,110,5,4,2,5,01,7,,2,15
9389,003,307,4,6,1,3,01,5,,2,15
9390,003,205,5,1,2,2,01,7,,2,15
9391,003,103,6,7,1,2,01,6,,2,15
9392,003,108,6,1,2,3,01,6,,2,15
9393,003,115,4,1,1,3,01,5,,2,15
9394,003,188,5,1,1,2,01,6,,1,15
9395,003,388,4,5,2,3,01,6,,1,15
9396,003,128,6,1,2,4,01,5,,1,15
9397,003,101,4,7,2,2,01,7,,1,15
9398,003,188,5,7,1,3,01,10,,2,15
9399,003,305,6,1,2,3,01,8,,1,15
9400,003,188,6,7,1,2,01,6,,2,15
9401,003,388,6,2,2,1,01,7,,1,15
9402,003,188,6,5,2,3,01,8,,1,15
9403,003,130,4,1,1,3,01,6,,2,15
9404,003,730,6,7,2,4,01,7,,1,15
9405,003,102,6,1,2,2,01,8,,2,15
9406,003,102,4,7,2,3,01,8,,2,15
9407,003,102,6,1,2,1,01,7,,2,15
9408,003,130,4,7,1,5,01,4,,3,15
9409,003,102,4,1,1,1,01,5,,2,15
9410,003,105,5,1,1,2,01,9,,2,15
9411,003,188,6,1,2,2,01,7,,2,15
9412,003,188,6,7,1,1,01,8,,2,15
9413,003,115,5,1,2,2,01,5,,2,15
9414,003,108,5,6,1,2,01,7,,2,15
9415,003,188,6,4,1,3,01,8,,2,15
9416,003,130,5,1,2,4,01,4,,4,15
9417,003,188,5,5,2,3,01,8,,2,15
9418,003,188,4,7,1,2,01,7,,2,15
9419,003,120,6,7,2,5,01,6,,3,15
9420,003,388,6,7,1,4,01,7,,2,15
9421,003,188,6,7,2,2,01,7,,1,15
9422,003,188,6,1,2,1,01,6,,1,15
9423,003,188,4,7,2,2,01,5,,2,15
9424,003,130,6,7,1,2,01,6,,3,15
9425,003,188,6,7,1,1,01,5,,1,15
9426,003,188,6,7,1,3,01,8,,2,15
9427,003,407,5,1,1,2,01,7,,1,15
9428,003,120,4,7,2,2,01,9,,2,15
9429,003,110,5,1,1,1,01,6,,2,15
9430,003,105,3,7,2,3,01,6,,2,15
9431,003,188,5,7,1,4,01,8,,2,15
9432,003,207,6,1,2,3,01,5,,2,15
9433,003,115,5,5,2,3,01,6,,2,15
9434,003,188,6,1,2,3,01,8,,1,15
9435,003,325,6,2,1,2,01,6,,2,15
9436,003,388,4,7,1,3,01,8,,2,15
9437,003,188,6,2,2,1,01,8,,1,15
9438,003,401,6,1,1,1,01,8,,1,15
9439,003,130,4,1,1,2,01,4,,2,15
9440,003,188,5,5,2,2,01,7,,1,15
9441,003,288,6,2,2,5,01,10,,1,15
9442,003,188,6,2,1,1,01,6,,1,15
9443,003,188,6,1,1,2,01,7,,2,15
9444,003,203,6,1,1,1,01,5,,2,15
9445,003,120,6,1,2,1,01,6,,2,15
9446,003,488,6,1,1,3,01,6,,2,15
9447,003,115,6,1,1,1,01,6,,2,15
9448,003,188,4,7,2,4,01,7,,1,15
9449,003,110,5,1,2,3,01,6,,2,15
9450,003,188,5,7,2,3,01,7,,1,15
9451,003,125,6,7,2,4,01,6,,2,15
9452,003,107,4,1,2,4,01,6,,2,15
9453,003,210,5,5,2,3,01,5,,2,15
9454,003,188,6,5,2,3,01,5,,2,15
9455,003,120,4,7,1,3,01,5,,2,15
9456,003,288,5,7,2,4,01,10,,2,15
9457,003,204,5,1,2,3,01,7,,2,15
9458,003,220,5,6,2,4,01,7,,2,15
9459,003,110,6,1,1,1,01,6,,1,15
9460,003,130,4,7,2,4,01,4,,2,15
9461,003,188,4,1,2,3,01,8,,1,15
9462,003,188,4,1,2,3,01,7,,1,15
9463,003,188,6,2,1,3,01,6,,2,15
9464,003,430,5,1,1,2,01,7,,2,15
9465,003,188,2,7,2,3,01,7,,2,15
9466,003,188,5,7,1,3,01,8,,1,15
9467,003,188,5,7,2,3,01,7,,2,15
9468,003,102,3,3,2,5,01,7,,2,15
9469,003,415,6,4,1,2,01,6,,3,15
9470,003,788,4,1,2,4,01,8,,2,15
9471,003,288,5,1,2,4,01,7,,2,15
9472,003,105,6,5,2,2,01,7,,1,15
9473,003,188,6,1,1,2,01,6,,2,15
9474,003,188,5,7,1,3,01,8,,2,15
9475,003,130,4,7,1,3,01,4,,2,15
9476,003,210,5,1,2,3,01,7,,1,15
9477,003,120,4,1,1,1,01,7,,2,15
9478,003,430,6,1,1,2,01,5,,1,15
9479,003,188,4,7,1,2,01,5,,2,15
9480,003,330,6,1,1,2,01,6,,1,15
9481,003,103,5,6,1,2,01,7,,1,15
9482,003,188,4,1,1,2,01,6,,1,15
9483,003,303,6,2,2,2,01,7,,1,15
9484,003,306,4,1,1,3,01,6,,2,15
9485,003,110,5,7,1,1,01,8,,1,15
9486,003,104,6,7,2,3,01,7,,2,15
9487,003,288,5,2,1,3,01,6,,2,15
9488,003,388,6,1,1,1,01,8,,1,15
9489,003,112,6,1,2,1,01,5,,1,15
9490,003,210,6,2,1,2,01,7,,2,15
9491,003,130,4,1,2,3,01,6,,1,15
9492,003,105,6,1,2,2,01,7,,2,15
9493,003,288,6,1,2,1,01,6,,2,15
9494,003,888,5,7,1,1,01,6,,1,15
9495,003,125,5,5,2,3,01,5,,2,15
9496,003,488,6,1,1,2,01,8,,2,15
9497,003,102,6,1,2,3,01,6,,2,15
9498,003,188,6,1,2,3,01,7,,2,15
9499,003,110,6,1,1,2,01,5,,1,15
9500,003,188,9,7,1,3,01,7,,2,15
9501,003,104,6,1,2,4,01,8,,2,15
9502,003,188,5,7,1,2,01,8,,2,15
9503,003,188,4,7,1,3,01,7,,2,15
9504,003,388,6,7,1,3,01,7,,2,15
9505,003,188,6,7,1,3,01,7,,1,15
9506,003,302,6,7,2,2,01,7,,1,15
9507,003,188,4,7,2,2,01,6,,2,15
9508,003,288,4,7,2,1,01,6,,1,15
9509,003,188,6,5,2,1,01,7,,1,15
9510,003,815,4,1,1,2,01,7,,2,15
9511,003,230,4,8,2,4,01,5,,2,15
9512,003,128,6,1,2,3,01,6,,1,15
9513,003,130,4,8,2,5,01,6,,2,15
9514,003,310,6,1,2,3,01,3,,2,15
9515,003,120,5,7,2,4,01,6,,2,15
9516,003,230,4,3,2,7,01,8,,3,15
9517,003,110,6,7,2,3,01,5,,2,15
9518,003,188,4,1,2,1,01,8,,1,15
9519,003,210,4,8,2,3,01,6,,3,15
9520,003,130,6,7,1,3,01,5,,2,15
9521,003,188,4,5,2,4,01,8,,2,15
9522,003,128,6,1,2,2,01,5,,1,15
9523,003,388,5,7,1,2,01,8,,2,15
9524,003,188,6,1,2,2,01,6,,2,15
9525,003,188,6,1,2,2,01,6,,2,15
9526,003,102,6,1,1,1,01,7,,1,15
9527,003,120,4,7,2,3,01,5,,2,15
9528,003,888,4,1,2,5,01,6,,2,15
9529,003,188,4,7,2,1,01,8,,2,15
9530,003,188,5,1,2,2,01,7,,1,15
9531,003,203,6,1,2,4,01,7,,2,15
9532,003,402,5,1,2,3,01,5,,2,15
9533,003,188,4,7,2,2,01,7,,2,15
9534,003,101,6,2,1,4,01,8,,1,15
9535,003,188,6,7,2,1,01,7,,1,15
9536,003,102,5,5,2,2,01,8,,2,15
9537,003,288,6,7,1,1,01,6,,1,15
9538,003,110,5,5,2,3,01,7,,1,15
9539,003,130,5,2,2,5,01,4,,3,15
9540,003,102,6,2,2,2,01,7,,1,15
9541,003,103,5,6,1,3,01,6,,1,15
9542,003,288,6,7,2,2,01,8,,2,15
9543,003,188,6,1,1,3,01,6,,2,15
9544,003,188,4,1,2,3,01,7,,2,15
9545,003,330,5,1,2,1,01,5,,1,15
9546,003,215,4,5,2,1,01,6,,2,15
9547,003,115,6,1,1,1,01,5,,1,15
9548,003,188,4,1,2,4,01,8,,2,15
9549,003,388,4,7,2,3,01,8,,1,15
9550,003,188,4,4,1,3,01,7,,2,15
9551,003,202,5,1,2,3,01,5,,2,15
9552,003,106,5,7,2,3,01,8,,2,15
9553,003,203,6,1,2,2,01,7,,2,15
9554,003,130,4,1,1,3,01,6,,2,15
9555,003,188,5,7,1,2,01,8,,1,15
9556,003,388,6,6,2,1,01,8,,2,15
9557,003,130,6,7,1,3,01,8,,2,15
9558,003,488,6,1,2,3,01,7,,2,15
9559,003,110,6,1,1,1,01,8,,1,15
9560,003,188,4,7,1,3,01,8,,2,15
9561,003,188,6,7,2,2,01,7,,1,15
9562,003,130,6,1,2,3,01,5,,2,15
9563,003,115,6,1,2,2,01,5,,1,15
9564,003,188,4,4,2,3,01,5,,2,15
9565,003,315,5,1,2,4,01,6,,2,15
9566,003,107,6,7,1,3,01,8,,2,15
9567,003,202,6,2,1,1,01,6,,1,15
9568,003,110,6,1,2,1,01,7,,1,15
9569,003,102,6,1,2,2,01,6,,1,15
9570,003,202,5,1,2,1,01,7,,3,15
9571,003,188,4,7,1,2,01,11,,2,15
9572,003,110,6,7,2,3,01,7,,2,15
9573,003,188,5,1,2,2,01,8,,2,15
9574,003,303,4,2,2,3,01,6,,2,15
9575,003,188,5,7,2,4,01,7,,1,15
9576,003,103,4,7,2,3,01,6,,1,15
9577,003,320,4,1,1,2,01,5,,2,15
9578,003,107,6,1,2,2,01,8,,2,15
9579,003,188,6,1,2,1,01,7,,1,15
9580,003,305,6,1,2,2,01,7,,1,15
9581,003,115,6,1,1,2,01,6,,2,15
9582,003,305,6,1,1,2,01,6,,1,15
9583,003,288,4,7,2,3,01,6,,1,15
9584,003,188,6,7,2,2,01,8,,1,15
9585,003,188,2,7,1,3,01,7,,1,15
9586,003,288,5,1,1,2,01,7,,2,15
9587,003,188,5,2,1,4,01,6,,7,15
9588,003,320,5,8,1,3,01,6,,2,15
9589,003,110,4,1,1,4,01,7,,1,15
9590,003,188,2,5,2,4,01,5,,2,15
9591,003,105,6,1,2,1,01,6,,1,15
9592,003,188,6,1,2,2,01,7,,1,15
9593,003,105,5,1,2,3,01,8,,1,15
9594,003,106,5,1,2,3,01,7,,2,15
9595,003,188,5,2,2,1,01,7,,2,15
9596,003,103,6,1,1,3,01,5,,2,15
9597,003,303,4,1,1,4,01,4,,2,15
9598,003,188,6,1,2,2,01,7,,2,15
9599,003,230,4,3,2,2,01,5,,1,15
9600,003,114,3,7,2,5,01,5,,2,15
9601,003,130,4,5,2,4,01,8,,2,15
9602,003,288,6,7,1,3,01,7,,1,15
9603,003,215,6,1,2,3,01,6,,2,15
9604,003,405,5,2,1,1,01,8,,1,15
9605,003,220,6,1,1,2,01,6,,2,15
9606,003,188,4,7,2,4,01,5,,2,15
9607,003,188,4,7,2,2,01,7,,1,15
9608,003,101,5,2,2,5,01,8,,1,15
9609,003,202,6,2,2,2,01,8,,1,15
9610,003,210,4,7,2,3,01,5,,1,15
9611,003,210,6,5,2,2,01,6,,1,15
9612,003,106,4,7,2,3,01,7,,2,15
9613,003,215,6,1,1,3,01,6,,1,15
9614,003,188,5,7,2,2,01,8,,1,15
9615,003,188,6,1,1,3,01,8,,2,15
9616,003,130,6,2,2,2,01,5,,1,15
9617,003,788,6,1,2,2,01,6,,1,15
9618,003,188,5,7,1,2,01,6,,1,15
9619,003,104,4,7,1,4,01,6,,2,15
9620,003,488,5,7,1,1,01,6,,1,15
9621,003,130,5,7,1,4,01,5,,2,15
9622,003,101,4,7,2,4,01,8,,2,15
9623,003,188,6,7,1,2,01,6,,1,15
9624,003,130,5,7,2,5,01,3,,2,15
9625,003,188,4,1,1,1,01,8,,2,15
9626,003,230,6,1,1,3,01,6,,3,15
9627,003,188,4,1,2,2,01,5,,2,15
9628,003,188,5,1,1,2,01,6,,1,15
9629,003,127,6,7,1,3,01,4,,1,15
9630,003,188,4,4,1,1,01,8,,1,15
9631,003,188,5,1,2,3,01,7,,7,15
9632,003,188,5,7,2,4,01,8,,2,15
9633,003,188,6,7,2,2,01,7,,1,15
9634,003,288,5,7,2,3,01,6,,1,15
9635,003,430,5,1,1,3,01,5,,1,15
9636,003,130,6,1,1,3,01,6,,2,15
9637,003,288,4,7,2,3,01,6,,2,15
9638,003,115,4,7,2,5,01,4,,2,15
9639,003,120,5,1,2,1,01,6,,1,15
9640,003,104,6,1,1,3,01,8,,2,15
9641,003,202,6,1,2,1,01,8,,2,15
9642,003,188,4,1,2,3,01,8,,1,15
9643,003,103,6,1,2,3,01,6,,2,15
9644,003,188,4,7,1,3,01,8,,2,15
9645,003,188,5,5,2,3,01,7,,1,15
9646,003,120,6,7,2,2,01,5,,2,15
9647,003,188,4,1,1,3,01,7,,2,15
9648,003,120,5,7,1,5,01,8,,1,15
9649,003,130,4,1,1,3,01,6,,1,15
9650,003,110,6,1,2,3,01,5,,2,15
9651,003,488,5,4,2,2,01,10,,1,15
9652,003,104,5,1,1,3,01,6,,2,15
9653,003,188,5,2,2,1,01,8,,1,15
9654,003,188,4,7,1,4,01,8,,2,15
9655,003,188,6,7,2,4,01,8,,2,15
9656,003,105,4,1,2,4,01,6,,2,15
9657,003,188,6,7,1,2,01,8,,1,15
9658,003,130,4,5,2,4,01,6,,1,15
9659,003,202,4,1,1,2,01,8,,2,15
9660,003,188,6,1,2,2,01,6,,2,15
9661,003,110,5,7,2,2,01,6,,2,15
9662,003,230,6,3,2,3,01,7,,1,15
9663,003,730,6,8,1,5,01,6,,7,15
9664,003,109,6,5,2,2,01,7,,1,15
9665,003,220,6,1,2,4,01,5,,2,15
9666,003,188,5,7,2,3,01,5,,2,15
9667,003,388,4,3,2,3,01,3,,2,15
9668,003,325,4,1,1,2,01,4,,2,15
9669,003,188,6,5,2,2,01,7,,1,15
9670,003,105,6,1,2,1,01,7,,1,15
9671,003,107,6,1,1,2,01,6,,1,15
9672,003,305,6,2,2,1,01,7,,1,15
9673,003,810,5,1,2,3,01,5,,2,15
9674,003,212,5,1,2,3,01,7,,2,15
9675,003,115,6,1,2,2,01,7,,1,15
9676,003,102,4,2,2,2,01,6,,2,15
9677,003,114,6,1,2,1,01,6,,1,15
9678,003,130,4,6,1,4,01,5,,2,15
9679,003,102,5,1,1,2,01,6,,2,15
9680,003,120,5,1,1,1,01,4,,2,15
9681,003,188,3,5,2,2,01,7,,1,15
9682,003,105,6,1,2,2,01,7,,2,15
9683,003,130,2,7,2,7,01,5,,2,15
9684,003,112,4,7,2,4,01,6,,2,15
9685,003,305,6,1,1,3,01,6,,2,15
9686,003,210,6,2,1,1,01,7,,1,15
9687,003,104,6,1,1,2,01,7,,2,15
9688,003,188,4,7,2,3,01,7,,2,15
9689,003,203,6,1,1,1,01,9,,1,15
9690,003,125,6,7,2,3,01,6,,1,15
9691,003,110,6,1,1,1,01,8,,1,15
9692,003,488,6,1,1,5,01,6,,2,15
9693,003,188,2,7,1,3,01,10,,1,15
9694,003,130,6,1,2,2,01,6,,2,15
9695,003,310,6,7,2,3,01,6,,2,15
9696,003,102,5,1,1,1,01,6,,2,15
9697,003,188,4,1,2,4,01,7,,2,15
9698,003,110,6,1,2,3,01,6,,2,15
9699,003,488,4,7,1,2,01,8,,2,15
9700,003,188,6,2,1,2,01,7,,1,15
9701,003,201,5,1,1,3,01,8,,2,15
9702,003,188,6,7,2,1,01,6,,1,15
9703,003,304,5,1,2,3,01,6,,1,15
9704,003,801,5,5,2,2,01,8,,1,15
9705,003,188,6,2,2,2,01,8,,2,15
9706,003,188,6,7,2,1,01,7,,1,15
9707,003,115,5,7,2,4,01,6,,2,15
9708,003,205,5,3,1,1,01,6,,2,15
9709,003,188,5,7,2,1,01,4,,2,15
9710,003,188,6,7,1,1,01,8,,1,15
9711,003,188,5,7,2,2,01,9,,1,15
9712,003,188,4,7,2,3,01,5,,2,15
9713,003,730,4,1,2,2,01,8,,2,15
9714,003,201,6,7,1,3,01,7,,2,15
9715,003,188,4,8,2,3,01,8,,2,15
9716,003,130,6,1,2,1,01,6,,1,15
9717,003,415,6,2,1,1,01,7,,1,15
9718,003,188,5,7,2,2,01,6,,1,15
9719,003,120,5,1,1,1,01,5,,2,15
9720,003,103,6,7,2,4,01,6,,2,15
9721,003,188,5,7,1,2,01,9,,1,15
9722,003,105,6,7,1,3,01,7,,2,15
9723,003,110,6,1,2,3,01,5,,2,15
9724,003,115,6,1,2,1,01,5,,1,15
9725,003,201,6,1,1,2,01,8,,1,15
9726,003,330,6,1,1,3,01,7,,2,15
9727,003,188,6,1,1,3,01,6,,2,15
9728,003,120,6,1,2,4,01,5,,2,15
9729,003,101,2,7,1,3,01,8,,1,15
9730,003,188,5,1,2,4,01,6,,2,15
9731,003,188,4,7,2,5,01,10,,2,15
9732,003,188,3,7,2,1,01,8,,2,15
9733,003,228,6,1,1,3,01,5,,1,15
9734,003,105,4,5,2,1,01,6,,1,15
9735,003,130,5,1,2,5,01,4,,2,15
9736,003,188,6,7,1,4,01,6,,2,15
9737,003,188,6,7,1,1,01,7,,2,15
9738,003,330,4,1,1,3,01,6,,2,15
9739,003,105,4,1,1,3,01,12,,2,15
9740,003,130,5,2,1,1,01,4,,2,15
9741,003,102,5,1,2,2,01,7,,2,15
9742,003,101,4,7,1,2,01,7,,1,15
9743,003,101,4,1,1,2,01,10,,2,15
9744,003,220,6,5,2,2,01,6,,2,15
9745,003,110,4,1,1,3,01,6,,1,15
9746,003,188,2,5,2,1,01,6,,2,15
9747,003,115,5,6,1,1,01,6,,2,15
9748,003,288,5,1,1,3,01,6,,2,15
9749,003,188,5,7,1,2,01,6,,1,15
9750,003,188,5,7,1,3,01,10,,1,15
9751,003,107,6,1,1,2,01,7,,1,15
9752,003,803,6,1,2,3,01,7,,1,15
9753,003,188,6,7,1,3,01,7,,1,15
9754,003,114,6,7,2,2,01,5,,1,15
9755,003,188,4,7,1,4,01,7,,2,15
9756,003,114,4,7,2,3,01,6,,2,15
9757,003,230,4,1,2,3,01,5,,2,15
9758,003,101,4,1,2,2,01,4,,1,15
9759,003,188,6,1,1,4,01,6,,2,15
9760,003,188,6,7,1,3,01,7,,1,15
9761,003,216,6,1,1,2,01,8,,2,15
9762,003,125,6,7,1,2,01,4,,2,15
9763,003,188,4,5,2,3,01,9,,1,15
9764,003,330,5,1,1,3,01,5,,2,15
9765,003,188,5,7,2,2,01,8,,1,15
9766,003,205,5,1,1,3,01,5,,2,15
9767,003,112,5,4,2,4,01,5,,2,15
9768,003,188,3,1,2,2,01,12,,1,15
9769,003,115,4,1,1,4,01,5,,1,15
9770,003,188,4,7,1,4,01,8,,1,15
9771,003,188,5,1,2,1,01,8,,1,15
9772,003,188,6,7,2,3,01,7,,2,15
9773,003,188,6,4,1,1,01,7,,2,15
9774,003,188,6,7,2,2,01,9,,1,15
9775,003,188,6,7,1,1,01,8,,2,15
9776,003,130,6,7,2,4,01,7,,1,15
9777,003,120,4,1,2,2,01,5,,1,15
9778,003,488,5,7,2,3,04,6,,1,15
9779,003,122,5,8,2,5,01,6,,2,15
9780,003,104,6,1,2,2,01,7,,2,15
9781,003,107,6,2,2,2,01,6,,2,15
9782,003,388,6,1,1,2,01,8,,1,15
9783,003,188,6,7,2,2,01,7,,1,15
9784,003,230,5,1,1,3,01,5,,1,15
